C_Merch_Vendor_Nbr,C_SKU_Nbr,C_d_Store,C_d_Store_Nbr,C_sku1,C_Sales_Units,C_sales
769444,1002185329,6528-HARLINGEN,6528,1002185329-2X4-3FT PRE-CUT LUMBER,219.0,469.19000000000017
769444,1002185329,1748-HARTWELL,1748,1002185329-2X4-3FT PRE-CUT LUMBER,315.0,708.4600000000003
769444,1002185329,1379-SANTA ROSA,1379,1002185329-2X4-3FT PRE-CUT LUMBER,392.0,1088.06
21376,1002185329,1603-GLASGOW,1603,1002185329-2X4-3FT PRE-CUT LUMBER,594.0,1367.749999999999
769444,1002185329,6335-PORT ORANGE,6335,1002185329-2X4-3FT PRE-CUT LUMBER,118.0,296.49999999999994
21376,1002185329,0984-NEWTON,0984,1002185329-2X4-3FT PRE-CUT LUMBER,35.0,95.95000000000002
769444,1002185329,0658-CHULA VISTA,0658,1002185329-2X4-3FT PRE-CUT LUMBER,1344.0,3544.0800000000027
769444,1002185329,0569-MARKET STREET,0569,1002185329-2X4-3FT PRE-CUT LUMBER,538.0,1133.7800000000004
769444,1002185329,6577-WESLACO,6577,1002185329-2X4-3FT PRE-CUT LUMBER,405.0,1005.9599999999998
769444,1002185329,4703-FEDERAL WAY,4703,1002185329-2X4-3FT PRE-CUT LUMBER,740.0,1647.4699999999996
769444,1002185329,6319-E BRADENTON,6319,1002185329-2X4-3FT PRE-CUT LUMBER,789.0,1780.139999999998
769444,1002185329,3016-BANNISTER MALL,3016,1002185329-2X4-3FT PRE-CUT LUMBER,137.0,307.81
769444,1002185329,2563-WALDORF,2563,1002185329-2X4-3FT PRE-CUT LUMBER,641.0,1532.1800000000003
21376,1002185329,8472-N PENSACOLA,8472,1002185329-2X4-3FT PRE-CUT LUMBER,349.0,775.1199999999999
769444,1002185329,0770-N CHATTANOOGA,0770,1002185329-2X4-3FT PRE-CUT LUMBER,1033.0,2425.47
769444,1002185329,2560-GERMANTOWN,2560,1002185329-2X4-3FT PRE-CUT LUMBER,1288.0,3025.4999999999973
769444,1002185329,3315-SUMMERLIN,3315,1002185329-2X4-3FT PRE-CUT LUMBER,373.0,1003.6100000000005
769444,1002185329,4748-OMAK,4748,1002185329-2X4-3FT PRE-CUT LUMBER,226.0,503.6999999999998
21376,1002185329,"0127-FAYETTEVILLE, GA",0127,1002185329-2X4-3FT PRE-CUT LUMBER,852.0,1874.0100000000004
769444,1002185329,6552-AMARILLO,6552,1002185329-2X4-3FT PRE-CUT LUMBER,435.0,973.8300000000003
769444,1002185329,4912-NORTH SHORE,4912,1002185329-2X4-3FT PRE-CUT LUMBER,688.0,1592.9
769444,1002185329,6888-TOCCOA,6888,1002185329-2X4-3FT PRE-CUT LUMBER,96.0,203.3899999999999
68662,1002185329,6169-DUNKIRK,6169,1002185329-2X4-3FT PRE-CUT LUMBER,237.0,528.9299999999998
769444,1002185329,6819-WEST WOODLANDS,6819,1002185329-2X4-3FT PRE-CUT LUMBER,335.0,738.6200000000008
769444,1002185329,2757-DEARBORN,2757,1002185329-2X4-3FT PRE-CUT LUMBER,217.0,420.2199999999999
769444,1002185329,6212-WATERBURY,6212,1002185329-2X4-3FT PRE-CUT LUMBER,,
769444,1002185329,0403-LAKE HAVASU CITY,0403,1002185329-2X4-3FT PRE-CUT LUMBER,149.0,444.5899999999999
21376,1002185329,0367-N BATON ROUGE,0367,1002185329-2X4-3FT PRE-CUT LUMBER,444.0,1000.8200000000004
769444,1002185329,1077-LAGUNA NIGUEL,1077,1002185329-2X4-3FT PRE-CUT LUMBER,1546.0,4331.169999999998
769444,1002185329,6822-ALSIP,6822,1002185329-2X4-3FT PRE-CUT LUMBER,264.0,620.4200000000002
68662,1002185329,2610-CHICOPEE,2610,1002185329-2X4-3FT PRE-CUT LUMBER,493.0,1065.3899999999996
21376,1002185329,0957-OLD BRIDGE II,0957,1002185329-2X4-3FT PRE-CUT LUMBER,6.0,10.38
769444,1002185329,2401-PORTLAND,2401,1002185329-2X4-3FT PRE-CUT LUMBER,291.0,705.5799999999999
769444,1002185329,1202-EAST NORTHPORT,1202,1002185329-2X4-3FT PRE-CUT LUMBER,398.0,1104.21
769444,1002185329,6356-COCONUT CREEK,6356,1002185329-2X4-3FT PRE-CUT LUMBER,497.0,1122.3099999999993
21376,1002185329,0928-BLOOMFIELD,0928,1002185329-2X4-3FT PRE-CUT LUMBER,,
769444,1002185329,6965-ORANGE (K),6965,1002185329-2X4-3FT PRE-CUT LUMBER,573.0,1505.7900000000013
769444,1002185329,4613-NEWPORT NEWS,4613,1002185329-2X4-3FT PRE-CUT LUMBER,504.0,1210.4199999999998
21376,1002185329,0122-SAVANNAH,0122,1002185329-2X4-3FT PRE-CUT LUMBER,,
21376,1002185329,0812-SCOTTSBORO,0812,1002185329-2X4-3FT PRE-CUT LUMBER,384.0,948.3600000000001
769444,1002185329,1932-MATTESON,1932,1002185329-2X4-3FT PRE-CUT LUMBER,385.0,797.020000000001
769444,1002185329,6632-WOODLAND HILLS,6632,1002185329-2X4-3FT PRE-CUT LUMBER,427.0,1236.2000000000012
21376,1002185329,0724-MARYVILLE,0724,1002185329-2X4-3FT PRE-CUT LUMBER,500.0,1185.3900000000003
68662,1002185329,1234-N BUFFALO,1234,1002185329-2X4-3FT PRE-CUT LUMBER,453.0,998.6799999999993
769444,1002185329,6589-WYLIE,6589,1002185329-2X4-3FT PRE-CUT LUMBER,572.0,1258.6200000000006
769444,1002185329,6611-MARINA DEL REY,6611,1002185329-2X4-3FT PRE-CUT LUMBER,1328.0,3684.199999999999
21376,1002185329,0732-THOMPSON LANE,0732,1002185329-2X4-3FT PRE-CUT LUMBER,994.0,2267.3299999999995
769444,1002185329,0455-MCDOWELL,0455,1002185329-2X4-3FT PRE-CUT LUMBER,836.0,2316.2399999999993
769444,1002185329,0662-STOCKTON,0662,1002185329-2X4-3FT PRE-CUT LUMBER,329.0,806.3400000000006
769444,1002185329,4906-EAST MADISON,4906,1002185329-2X4-3FT PRE-CUT LUMBER,963.0,2315.7200000000003
769444,1002185329,3831-SAWMILL,3831,1002185329-2X4-3FT PRE-CUT LUMBER,280.0,632.2300000000006
769444,1002185329,"2834-GRAND RAPIDS,MN",2834,1002185329-2X4-3FT PRE-CUT LUMBER,224.0,526.54
769444,1002185329,6339-W KENDALL,6339,1002185329-2X4-3FT PRE-CUT LUMBER,220.0,450.74000000000024
769444,1002185329,2789-TAYLOR WEST,2789,1002185329-2X4-3FT PRE-CUT LUMBER,205.0,506.4699999999999
769444,1002185329,4614-CELEBRATION STATION,4614,1002185329-2X4-3FT PRE-CUT LUMBER,825.0,1899.110000000002
21376,1002185329,0981-COLONIA,0981,1002185329-2X4-3FT PRE-CUT LUMBER,,
769444,1002185329,1763-SANDY PLAINS,1763,1002185329-2X4-3FT PRE-CUT LUMBER,-3.0,-7.66
769444,1002185329,6572-FLOWER MOUND,6572,1002185329-2X4-3FT PRE-CUT LUMBER,582.0,1295.9700000000005
769444,1002185329,0912-BRICK,0912,1002185329-2X4-3FT PRE-CUT LUMBER,569.0,1408.5899999999983
769444,1002185329,6376-WEST PORT ST LUCIE,6376,1002185329-2X4-3FT PRE-CUT LUMBER,371.0,830.0099999999995
769444,1002185329,1059-EL CENTRO,1059,1002185329-2X4-3FT PRE-CUT LUMBER,229.0,631.74
769444,1002185329,2107-ANKENY,2107,1002185329-2X4-3FT PRE-CUT LUMBER,433.0,1060.7
769444,1002185329,6828-TORREY CHASE,6828,1002185329-2X4-3FT PRE-CUT LUMBER,500.0,1224.220000000001
769444,1002185329,4028-W EUGENE,4028,1002185329-2X4-3FT PRE-CUT LUMBER,289.0,743.1699999999996
769444,1002185329,3604-GREENSBORO,3604,1002185329-2X4-3FT PRE-CUT LUMBER,304.0,756.8499999999998
769444,1002185329,0201-PORT CHARLOTTE,0201,1002185329-2X4-3FT PRE-CUT LUMBER,824.0,1919.769999999999
21376,1002185329,4142-RIDLEY TOWNSHIP,4142,1002185329-2X4-3FT PRE-CUT LUMBER,711.0,1571.6999999999998
769444,1002185329,6890-JACKSONVILLE W (OAKLEAF),6890,1002185329-2X4-3FT PRE-CUT LUMBER,224.0,544.0899999999999
769444,1002185329,1902-EVANSTON,1902,1002185329-2X4-3FT PRE-CUT LUMBER,692.0,1538.5800000000002
769444,1002185329,3014-ARNOLD,3014,1002185329-2X4-3FT PRE-CUT LUMBER,230.0,479.5
769444,1002185329,6105-LEVITTOWN (RELO #1201),6105,1002185329-2X4-3FT PRE-CUT LUMBER,233.0,574.5900000000001
769444,1002185329,0488-CAREFREE,0488,1002185329-2X4-3FT PRE-CUT LUMBER,206.0,617.2400000000002
21376,1002185329,0863-DAPHNE,0863,1002185329-2X4-3FT PRE-CUT LUMBER,370.0,874.1199999999997
769444,1002185329,8427-LOS BANOS,8427,1002185329-2X4-3FT PRE-CUT LUMBER,144.0,397.95000000000005
769444,1002185329,4654-WAYNESBORO,4654,1002185329-2X4-3FT PRE-CUT LUMBER,-2.0,-3.88
769444,1002185329,3037-OVERLAND,3037,1002185329-2X4-3FT PRE-CUT LUMBER,245.0,555.4799999999999
769444,1002185329,1034-OTAY MESA,1034,1002185329-2X4-3FT PRE-CUT LUMBER,713.0,1889.590000000002
769444,1002185329,2771-PLAINWELL,2771,1002185329-2X4-3FT PRE-CUT LUMBER,236.0,532.4300000000003
769444,1002185329,"0132-CARROLLTON, GA",0132,1002185329-2X4-3FT PRE-CUT LUMBER,362.0,875.49
769444,1002185329,8528-NORTH PORT,8528,1002185329-2X4-3FT PRE-CUT LUMBER,489.0,1085.0000000000005
769444,1002185329,6515-WEATHERFORD,6515,1002185329-2X4-3FT PRE-CUT LUMBER,605.0,1441.8299999999997
769444,1002185329,6617-GLENDORA,6617,1002185329-2X4-3FT PRE-CUT LUMBER,684.0,1968.610000000001
769444,1002185329,4713-EVERETT,4713,1002185329-2X4-3FT PRE-CUT LUMBER,712.0,1569.190000000001
21376,1002185329,"0178-RIVERDALE, GA",0178,1002185329-2X4-3FT PRE-CUT LUMBER,635.0,1374.5600000000009
769444,1002185329,2737-NOVI,2737,1002185329-2X4-3FT PRE-CUT LUMBER,290.0,718.5700000000007
769444,1002185329,2820-FOREST LAKE,2820,1002185329-2X4-3FT PRE-CUT LUMBER,433.0,956.4199999999998
21376,1002185329,0888-S HUNTSVILLE,0888,1002185329-2X4-3FT PRE-CUT LUMBER,459.0,1047.58
769444,1002185329,2715-KENTWOOD,2715,1002185329-2X4-3FT PRE-CUT LUMBER,544.0,1300.3599999999992
769444,1002185329,2605-SOMERSET,2605,1002185329-2X4-3FT PRE-CUT LUMBER,649.0,1698.7800000000007
769444,1002185329,0944-EDISON,0944,1002185329-2X4-3FT PRE-CUT LUMBER,962.0,2069.199999999999
81537,1002185329,6415-HUMACAO,6415,1002185329-2X4-3FT PRE-CUT LUMBER,337.0,1152.1599999999996
769444,1002185329,4903-GRAND CHUTE,4903,1002185329-2X4-3FT PRE-CUT LUMBER,444.0,1060.8800000000008
769444,1002185329,6562-THE COLONY,6562,1002185329-2X4-3FT PRE-CUT LUMBER,1080.0,2339.4899999999993
769444,1002185329,0277-MIAMI (CALLE OCHO),0277,1002185329-2X4-3FT PRE-CUT LUMBER,768.0,2139.06
769444,1002185329,3402-TILTON,3402,1002185329-2X4-3FT PRE-CUT LUMBER,202.0,453.68999999999994
769444,1002185329,0742-CHATTANOOGA,0742,1002185329-2X4-3FT PRE-CUT LUMBER,765.0,1728.6799999999994
769444,1002185329,2727-ROCHESTER HILLS,2727,1002185329-2X4-3FT PRE-CUT LUMBER,552.0,1304.6799999999992
769444,1002185329,0950-PASSAIC,0950,1002185329-2X4-3FT PRE-CUT LUMBER,316.0,769.3700000000001
769444,1002185329,1012-CAMARILLO,1012,1002185329-2X4-3FT PRE-CUT LUMBER,1095.0,3124.9799999999973
769444,1002185329,1922-GURNEE,1922,1002185329-2X4-3FT PRE-CUT LUMBER,388.0,814.5400000000002
769444,1002185329,1803-COEUR D ALENE,1803,1002185329-2X4-3FT PRE-CUT LUMBER,341.0,820.9999999999998
769444,1002185329,0243-BRANDON,0243,1002185329-2X4-3FT PRE-CUT LUMBER,348.0,705.1300000000005
769444,1002185329,4641-RESTON,4641,1002185329-2X4-3FT PRE-CUT LUMBER,267.0,459.6400000000001
21376,1002185329,4164-EAST READING,4164,1002185329-2X4-3FT PRE-CUT LUMBER,-1.0,-3.38
769444,1002185329,1234-N BUFFALO,1234,1002185329-2X4-3FT PRE-CUT LUMBER,-20.0,-56.8
769444,1002185329,0256-STADIUM,0256,1002185329-2X4-3FT PRE-CUT LUMBER,189.0,405.25
769444,1002185329,0503-FAIR AVE,0503,1002185329-2X4-3FT PRE-CUT LUMBER,435.0,986.7100000000003
68662,1002185329,1269-CLIFTON PARK,1269,1002185329-2X4-3FT PRE-CUT LUMBER,409.0,893.1299999999995
21376,1002185329,1122-MURRELLS INLET,1122,1002185329-2X4-3FT PRE-CUT LUMBER,641.0,1542.1200000000015
769444,1002185329,0287-OVIEDO,0287,1002185329-2X4-3FT PRE-CUT LUMBER,474.0,1215.2799999999993
769444,1002185329,6150-STATEN ISLAND EAST,6150,1002185329-2X4-3FT PRE-CUT LUMBER,149.0,390.5399999999999
769444,1002185329,1952-LAKE ZURICH,1952,1002185329-2X4-3FT PRE-CUT LUMBER,632.0,1420.3299999999997
769444,1002185329,6517-LAKE JACKSON,6517,1002185329-2X4-3FT PRE-CUT LUMBER,352.0,732.3000000000004
769444,1002185329,6177-MANHATTAN 59TH STREET,6177,1002185329-2X4-3FT PRE-CUT LUMBER,957.0,2311.6799999999994
769444,1002185329,1267-FARMINGDALE,1267,1002185329-2X4-3FT PRE-CUT LUMBER,383.0,1010.2000000000006
769444,1002185329,6002-CHEYENNE,6002,1002185329-2X4-3FT PRE-CUT LUMBER,356.0,909.1499999999999
769444,1002185329,0509-LAKELINE,0509,1002185329-2X4-3FT PRE-CUT LUMBER,647.0,1565.3300000000002
769444,1002185329,2731-MADISON HEIGHTS,2731,1002185329-2X4-3FT PRE-CUT LUMBER,800.0,2009.9100000000003
769444,1002185329,8954-DUBLIN,8954,1002185329-2X4-3FT PRE-CUT LUMBER,645.0,1465.429999999998
21376,1002185329,0935-JERSEY CITY,0935,1002185329-2X4-3FT PRE-CUT LUMBER,58.0,103.07000000000001
769444,1002185329,2711-SOUTHFIELD,2711,1002185329-2X4-3FT PRE-CUT LUMBER,322.0,811.1000000000001
21376,1002185329,4121-CONCORD TOWNSHIP,4121,1002185329-2X4-3FT PRE-CUT LUMBER,356.0,762.5000000000001
68662,1002185329,6235-SOUTH SOUTHINGTON,6235,1002185329-2X4-3FT PRE-CUT LUMBER,202.0,477.64
769444,1002185329,4602-STERLING PARK,4602,1002185329-2X4-3FT PRE-CUT LUMBER,494.0,1217.5799999999997
769444,1002185329,3815-MENTOR,3815,1002185329-2X4-3FT PRE-CUT LUMBER,211.0,495.6899999999999
769444,1002185329,1324-ST JOHNS,1324,1002185329-2X4-3FT PRE-CUT LUMBER,887.0,2044.8399999999979
33560,1002185329,4414-LOGAN,4414,1002185329-2X4-3FT PRE-CUT LUMBER,267.0,765.2100000000002
769444,1002185329,3824-MACEDONIA,3824,1002185329-2X4-3FT PRE-CUT LUMBER,187.0,432.7899999999999
769444,1002185329,0458-TEMPE,0458,1002185329-2X4-3FT PRE-CUT LUMBER,556.0,1589.6799999999994
769444,1002185329,0413-SW PHOENIX,0413,1002185329-2X4-3FT PRE-CUT LUMBER,1059.0,3021.1600000000026
33560,1002185329,4416-PROVO,4416,1002185329-2X4-3FT PRE-CUT LUMBER,254.0,760.3699999999999
769444,1002185329,1401-W LITTLE ROCK,1401,1002185329-2X4-3FT PRE-CUT LUMBER,1087.0,2266.910000000002
68662,1002185329,6213-BRIDGEPORT,6213,1002185329-2X4-3FT PRE-CUT LUMBER,318.0,709.4699999999995
769444,1002185329,0249-OAKLAND PARK,0249,1002185329-2X4-3FT PRE-CUT LUMBER,215.0,548.3500000000001
769444,1002185329,0254-TALLAHASSEE,0254,1002185329-2X4-3FT PRE-CUT LUMBER,919.0,2086.2800000000025
769444,1002185329,3486-SOUTH MERRIMACK,3486,1002185329-2X4-3FT PRE-CUT LUMBER,375.0,936.1599999999992
68662,1002185329,1284-HARRIMAN,1284,1002185329-2X4-3FT PRE-CUT LUMBER,337.0,630.3899999999999
769444,1002185329,2663-DANVERS,2663,1002185329-2X4-3FT PRE-CUT LUMBER,44.0,121.38999999999999
769444,1002185329,4287-MIDDLETOWN,4287,1002185329-2X4-3FT PRE-CUT LUMBER,248.0,589.18
21376,1002185329,2902-NE JACKSON,2902,1002185329-2X4-3FT PRE-CUT LUMBER,616.0,1308.9499999999991
21376,1002185329,1763-SANDY PLAINS,1763,1002185329-2X4-3FT PRE-CUT LUMBER,573.0,1295.2299999999996
68662,1002185329,1207-WAPPINGERS FALLS,1207,1002185329-2X4-3FT PRE-CUT LUMBER,177.0,321.53999999999996
769444,1002185329,1534-DURANGO,1534,1002185329-2X4-3FT PRE-CUT LUMBER,494.0,1303.6899999999994
769444,1002185329,4138-LOWER PAXTON,4138,1002185329-2X4-3FT PRE-CUT LUMBER,378.0,878.6999999999991
769444,1002185329,6505-WAXAHACHIE,6505,1002185329-2X4-3FT PRE-CUT LUMBER,608.0,1312.81
769444,1002185329,6561-GRAND PARKWAY,6561,1002185329-2X4-3FT PRE-CUT LUMBER,863.0,1855.049999999999
769444,1002185329,1525-AVON/VAIL,1525,1002185329-2X4-3FT PRE-CUT LUMBER,224.0,563.2099999999999
769444,1002185329,1773-CORDELE,1773,1002185329-2X4-3FT PRE-CUT LUMBER,82.0,181.57
769444,1002185329,"4725-LONGVIEW,WA",4725,1002185329-2X4-3FT PRE-CUT LUMBER,373.0,872.1100000000006
769444,1002185329,1771-BLUE RIDGE,1771,1002185329-2X4-3FT PRE-CUT LUMBER,242.0,559.4900000000001
769444,1002185329,0221-JENSEN BEACH,0221,1002185329-2X4-3FT PRE-CUT LUMBER,416.0,978.4499999999994
769444,1002185329,"2751-HOWELL,MI",2751,1002185329-2X4-3FT PRE-CUT LUMBER,200.0,406.60000000000014
769444,1002185329,2101-WATERLOO,2101,1002185329-2X4-3FT PRE-CUT LUMBER,147.0,316.63
769444,1002185329,6316-LAKE WORTH II,6316,1002185329-2X4-3FT PRE-CUT LUMBER,370.0,906.2099999999995
769444,1002185329,2203-N OVERLAND PARK,2203,1002185329-2X4-3FT PRE-CUT LUMBER,769.0,1706.2099999999998
769444,1002185329,1936-HOMEWOOD,1936,1002185329-2X4-3FT PRE-CUT LUMBER,76.0,150.28
769444,1002185329,0584-BELTWAY 8,0584,1002185329-2X4-3FT PRE-CUT LUMBER,1074.0,2470.0700000000006
769444,1002185329,4616-S RICHMOND/CHESTER,4616,1002185329-2X4-3FT PRE-CUT LUMBER,154.0,392.7
769444,1002185329,"4141-LEBANON,PA",4141,1002185329-2X4-3FT PRE-CUT LUMBER,537.0,1241.2999999999997
21376,1002185329,0729-COLLIERVILLE,0729,1002185329-2X4-3FT PRE-CUT LUMBER,421.0,896.9400000000005
769444,1002185329,8463-WEST COVINA,8463,1002185329-2X4-3FT PRE-CUT LUMBER,510.0,1432.0600000000015
769444,1002185329,1955-OAK LAWN,1955,1002185329-2X4-3FT PRE-CUT LUMBER,401.0,965.2000000000007
33560,1002185329,8566-RIVERTON,8566,1002185329-2X4-3FT PRE-CUT LUMBER,530.0,1581.3700000000008
769444,1002185329,0588-N SAN ANTONIO,0588,1002185329-2X4-3FT PRE-CUT LUMBER,933.0,2218.7700000000004
769444,1002185329,2681-NORWOOD,2681,1002185329-2X4-3FT PRE-CUT LUMBER,413.0,969.2000000000003
769444,1002185329,6935-MIDDLEBURG,6935,1002185329-2X4-3FT PRE-CUT LUMBER,368.0,898.8599999999993
769444,1002185329,0906-WATCHUNG,0906,1002185329-2X4-3FT PRE-CUT LUMBER,728.0,1729.7700000000007
769444,1002185329,6677-GILROY,6677,1002185329-2X4-3FT PRE-CUT LUMBER,436.0,1151.7400000000007
769444,1002185329,"1526-GLENDALE,CO",1526,1002185329-2X4-3FT PRE-CUT LUMBER,797.0,2093.0700000000006
769444,1002185329,2558-ASPEN HILL,2558,1002185329-2X4-3FT PRE-CUT LUMBER,209.0,386.0699999999999
33560,1002185329,6003-ROCK SPRINGS,6003,1002185329-2X4-3FT PRE-CUT LUMBER,232.0,643.8299999999998
769444,1002185329,4140-ALLENTOWN SOUTH,4140,1002185329-2X4-3FT PRE-CUT LUMBER,544.0,1178.6399999999999
769444,1002185329,4743-LIBERTY LAKE,4743,1002185329-2X4-3FT PRE-CUT LUMBER,178.0,437.26999999999987
769444,1002185329,0424-PEORIA/HAPPY VALLEY,0424,1002185329-2X4-3FT PRE-CUT LUMBER,652.0,1948.5300000000002
769444,1002185329,0422-PAYSON,0422,1002185329-2X4-3FT PRE-CUT LUMBER,466.0,1283.65
769444,1002185329,3626-FAYETTEVILLE,3626,1002185329-2X4-3FT PRE-CUT LUMBER,358.0,811.4099999999999
81537,1002185329,8201-ST THOMAS,8201,1002185329-2X4-3FT PRE-CUT LUMBER,570.0,2076.37
21376,1002185329,8446-PANAMA CITY BEACH,8446,1002185329-2X4-3FT PRE-CUT LUMBER,180.0,388.75999999999965
21376,1002185329,0802-FOLEY,0802,1002185329-2X4-3FT PRE-CUT LUMBER,455.0,988.8999999999999
769444,1002185329,0540-N RICHLAND,0540,1002185329-2X4-3FT PRE-CUT LUMBER,978.0,2276.7000000000003
769444,1002185329,3407-NORTH CONWAY,3407,1002185329-2X4-3FT PRE-CUT LUMBER,76.0,188.07000000000005
769444,1002185329,4635-WILLIAMSBURG,4635,1002185329-2X4-3FT PRE-CUT LUMBER,350.0,833.3799999999992
21376,1002185329,0908-CLIFTON,0908,1002185329-2X4-3FT PRE-CUT LUMBER,37.0,89.5
769444,1002185329,3913-TULSA CENTRAL,3913,1002185329-2X4-3FT PRE-CUT LUMBER,743.0,1707.5100000000004
769444,1002185329,3862-PIQUA,3862,1002185329-2X4-3FT PRE-CUT LUMBER,249.0,553.5
769444,1002185329,3651-E GREENSBORO,3651,1002185329-2X4-3FT PRE-CUT LUMBER,193.0,450.3299999999997
769444,1002185329,1983-COUNTRYSIDE,1983,1002185329-2X4-3FT PRE-CUT LUMBER,563.0,1280.7800000000009
769444,1002185329,1502-ARVADA,1502,1002185329-2X4-3FT PRE-CUT LUMBER,1122.0,2985.2700000000013
769444,1002185329,3887-NEWARK,3887,1002185329-2X4-3FT PRE-CUT LUMBER,223.0,505.5900000000001
21376,1002185329,0817-PHENIX CITY,0817,1002185329-2X4-3FT PRE-CUT LUMBER,856.0,1872.81
769444,1002185329,0473-NORTH MESA,0473,1002185329-2X4-3FT PRE-CUT LUMBER,527.0,1462.289999999999
769444,1002185329,0664-CLOVIS,0664,1002185329-2X4-3FT PRE-CUT LUMBER,368.0,1053.0200000000004
769444,1002185329,3919-QUAIL SPRINGS,3919,1002185329-2X4-3FT PRE-CUT LUMBER,588.0,1331.3499999999992
21376,1002185329,0149-ALPHARETTA,0149,1002185329-2X4-3FT PRE-CUT LUMBER,-4.0,-7.28
769444,1002185329,2509-BETHESDA,2509,1002185329-2X4-3FT PRE-CUT LUMBER,1127.0,2676.96
21376,1002185329,0805-PELHAM,0805,1002185329-2X4-3FT PRE-CUT LUMBER,413.0,893.2
769444,1002185329,1009-HILLSDALE,1009,1002185329-2X4-3FT PRE-CUT LUMBER,512.0,1393.8600000000004
769444,1002185329,"3808-NILES, OH",3808,1002185329-2X4-3FT PRE-CUT LUMBER,502.0,1172.9499999999998
769444,1002185329,"3888-ASHLAND,OH",3888,1002185329-2X4-3FT PRE-CUT LUMBER,217.0,419.96000000000015
769444,1002185329,3206-PAPILLION,3206,1002185329-2X4-3FT PRE-CUT LUMBER,255.0,518.4600000000004
21376,1002185329,1750-BLAIRSVILLE,1750,1002185329-2X4-3FT PRE-CUT LUMBER,20.0,35.92
68662,1002185329,6201-N HAVEN,6201,1002185329-2X4-3FT PRE-CUT LUMBER,774.0,1919.4000000000003
769444,1002185329,6860-KINGSBRIDGE,6860,1002185329-2X4-3FT PRE-CUT LUMBER,614.0,1385.4700000000005
769444,1002185329,2562-BOWIE,2562,1002185329-2X4-3FT PRE-CUT LUMBER,561.0,1279.5
769444,1002185329,8519-MISSION,8519,1002185329-2X4-3FT PRE-CUT LUMBER,274.0,590.9800000000001
769444,1002185329,0464-TATUM & BELL,0464,1002185329-2X4-3FT PRE-CUT LUMBER,831.0,2411.9799999999987
769444,1002185329,1209-SELDEN,1209,1002185329-2X4-3FT PRE-CUT LUMBER,190.0,411.82000000000005
769444,1002185329,6649-TRUXEL RD,6649,1002185329-2X4-3FT PRE-CUT LUMBER,956.0,2811.3899999999962
769444,1002185329,0476-RAY ROAD,0476,1002185329-2X4-3FT PRE-CUT LUMBER,1055.0,2936.3
769444,1002185329,"2024-AUBURN,IN",2024,1002185329-2X4-3FT PRE-CUT LUMBER,295.0,639.8800000000001
769444,1002185329,0625-SAN LEANDRO,0625,1002185329-2X4-3FT PRE-CUT LUMBER,224.0,570.45
769444,1002185329,2315-TURFLAND,2315,1002185329-2X4-3FT PRE-CUT LUMBER,592.0,1398.0300000000002
769444,1002185329,0266-E COLONIAL,0266,1002185329-2X4-3FT PRE-CUT LUMBER,253.0,553.6100000000004
769444,1002185329,2804-BROOKLYN PARK,2804,1002185329-2X4-3FT PRE-CUT LUMBER,541.0,1216.3500000000001
769444,1002185329,1904-SCHAUMBURG,1904,1002185329-2X4-3FT PRE-CUT LUMBER,542.0,1259.5000000000002
33560,1002185329,4420-WEST ST GEORGE,4420,1002185329-2X4-3FT PRE-CUT LUMBER,340.0,923.4599999999994
68662,1002185329,6175-MANHATTAN WEST 23RD ST,6175,1002185329-2X4-3FT PRE-CUT LUMBER,,
769444,1002185329,3842-HIGHLAND HEIGHTS,3842,1002185329-2X4-3FT PRE-CUT LUMBER,497.0,1177.3900000000006
68662,1002185329,1250-NEWBURGH,1250,1002185329-2X4-3FT PRE-CUT LUMBER,453.0,940.7899999999998
769444,1002185329,0582-BITTERS RD,0582,1002185329-2X4-3FT PRE-CUT LUMBER,1012.0,2408.25
21376,1002185329,1605-NEW CASTLE,1605,1002185329-2X4-3FT PRE-CUT LUMBER,679.0,1557.6599999999996
769444,1002185329,1551-NORTH AURORA,1551,1002185329-2X4-3FT PRE-CUT LUMBER,517.0,1341.9499999999998
769444,1002185329,4640-ANNANDALE,4640,1002185329-2X4-3FT PRE-CUT LUMBER,534.0,1081.6200000000003
769444,1002185329,2843-INVER GROVE HEIGHTS,2843,1002185329-2X4-3FT PRE-CUT LUMBER,277.0,708.57
21376,1002185329,4104-MONTGOMERYVILLE,4104,1002185329-2X4-3FT PRE-CUT LUMBER,253.0,672.2099999999998
21376,1002185329,0110-LILBURN,0110,1002185329-2X4-3FT PRE-CUT LUMBER,974.0,2244.779999999999
21376,1002185329,0880-EASTWOOD,0880,1002185329-2X4-3FT PRE-CUT LUMBER,25.0,80.17
769444,1002185329,6956-HONESDALE,6956,1002185329-2X4-3FT PRE-CUT LUMBER,390.0,950.1500000000001
769444,1002185329,"6862-MESA,AZ",6862,1002185329-2X4-3FT PRE-CUT LUMBER,903.0,2499.5200000000004
769444,1002185329,4805-RANSON,4805,1002185329-2X4-3FT PRE-CUT LUMBER,672.0,1644.220000000001
769444,1002185329,6507-BAYTOWN,6507,1002185329-2X4-3FT PRE-CUT LUMBER,505.0,1070.8200000000004
769444,1002185329,1750-BLAIRSVILLE,1750,1002185329-2X4-3FT PRE-CUT LUMBER,211.0,551.3900000000002
769444,1002185329,3408-CLAREMONT,3408,1002185329-2X4-3FT PRE-CUT LUMBER,149.0,368.06000000000006
